	title	text
10	metamorphoses	"Third came the people of the bronze age, with fiercer natures, readier to indulge in savage warfare, but not yet vicious. The harsh iron age was last. Immediately every kind of wickedness erupted into this age of baser natures: truth, shame and honour vanished; in their place were fraud, deceit, and trickery, violence and pernicious desires. They set sails to the wind, though as yet the seamen had poor knowledge of their use, and the ships’ keels that once were trees standing amongst high mountains, now leaped through uncharted waves. The land that was once common to all, as the light of the sun is, and the air, was marked out, to its furthest boundaries, by wary surveyors. Not only did they demand the crops and the food the rich soil owed them, but they entered the bowels of the earth, and excavating brought up the wealth it had concealed in Stygian shade, wealth that incites men to crime. And now harmful iron appeared, and gold more harmful than iron. War came, whose struggles employ both, waving clashing arms with bloodstained hands. They lived on plunder: friend was not safe with friend, relative with relative, kindness was rare between brothers. Husbands longed for the death of their wives, wives for the death of their husbands. Murderous stepmothers mixed deadly aconite, and sons inquired into their father’s years before their time. Piety was dead, and virgin Astraea, last of all the immortals to depart, herself abandoned the blood-drenched earth.
"
11	metamorphoses	"Rendering the heights of heaven no safer than the earth, they say the giants attempted to take the Celestial kingdom, piling mountains up to the distant stars. Then the all-powerful father of the gods hurled his bolt of lightning, fractured Olympus and threw Mount Pelion down from Ossa below. Her sons’ dreadful bodies, buried by that mass, drenched Earth with streams of blood, and they say she warmed it to new life, so that a trace of her children might remain, transforming it into the shape of human beings. But these progeny also despising the gods were savage, violent, and eager for slaughter, so that you might know they were born from blood.
"
12	metamorphoses	"When Saturn’s son, the father of the gods, saw this from his highest citadel, he groaned, and recalling the vile feast at Lycaon’s table, so recent it was still unknown, his mind filled with a great anger fitting for Jupiter, and he called the gods to council, a summons that brooked no delay.
"
13	metamorphoses	"There is a high track, seen when the sky is clear, called the Milky Way, and known for its brightness. This way the gods pass to the palaces and halls of the mighty Thunderer. To right and left are the houses of the greater gods, doors open and crowded. The lesser gods live elsewhere. Here the powerful and distinguished have made their home. This is the place, if I were to be bold, I would not be afraid to call high heaven’s Palatine.
"
14	metamorphoses	"When the gods had taken their seats in the marble council chamber their king, sitting high above them, leaning on his ivory sceptre, shook his formidable mane three times and then a fourth, disturbing the earth, sea and stars. Then he opened his lips in indignation and spoke. ‘I was not more troubled than I am now concerning the world’s sovereignty than when each of the snake-footed giants prepared to throw his hundred arms around the imprisoned sky. Though they were fierce enemies, still their attack came in one body and from one source. Now I must destroy the human race, wherever Nereus sounds, throughout the world. I swear it by the infernal streams, that glide below the earth through the Stygian groves. All means should first be tried, but the incurable flesh must be excised by the knife, so that the healthy part is not infected. Mine are the demigods, the wild spirits, nymphs, fauns and satyrs, and sylvan deities of the hills. Since we have not yet thought them worth a place in heaven let us at least allow them to live in safety in the lands we have given them. Perhaps you gods believe they will be safe, even when Lycaon, known for his savagery, plays tricks against me, who holds the thunderbolt, and reigns over you.’
"
15	metamorphoses	"All the gods murmured aloud and, zealously and eagerly, demanded punishment of the man who committed such actions. When the impious band of conspirators were burning to drown the name of Rome in Caesar’s blood, the human race was suddenly terrified by fear of just such a disaster, and the whole world shuddered with horror. Your subjects’ loyalty is no less pleasing to you, Augustus, than theirs was to Jupiter. After he had checked their murmuring with voice and gesture, they were all silent. When the noise had subsided, quieted by his royal authority, Jupiter again broke the silence with these words: ‘Have no fear, he has indeed been punished, but I will tell you his crime, and what the penalty was. News of these evil times had reached my ears. Hoping it false I left Olympus’s heights, and travelled the earth, a god in human form. It would take too long to tell what wickedness I found everywhere. Those rumours were even milder than the truth. I had crossed Maenala, those mountains bristling with wild beasts’ lairs, Cyllene, and the pinewoods of chill Lycaeus. Then, as the last shadows gave way to night, I entered the inhospitable house of the Arcadian king. I gave them signs that a god had come, and the people began to worship me. At first Lycaon ridiculed their piety, then exclaimed ‘I will prove by a straightforward test whether he is a god or a mortal. The truth will not be in doubt.’ He planned to destroy me in the depths of sleep, unexpectedly, by night. That is how he resolved to prove the truth. Not satisfied with this he took a hostage sent by the Molossi, opened his throat with a knife, and made some of the still warm limbs tender in seething water, roasting others in the fire. No sooner were these placed on the table than I brought the roof down on the household gods, with my avenging flames, those gods worthy of such a master. He himself ran in terror, and reaching the silent fields howled aloud, frustrated of speech. Foaming at the mouth, and greedy as ever for killing, he turned against the sheep, still delighting in blood. His clothes became bristling hair, his arms became legs. He was a wolf, but kept some vestige of his former shape. There were the same grey hairs, the same violent face, the same glittering eyes, the same savage image. One house has fallen, but others deserve to also. Wherever the earth extends the avenging furies rule. You would think men were sworn to crime! Let them all pay the penalty they deserve, and quickly. That is my intent.’
"
16	metamorphoses	"When he had spoken, some of the gods encouraged Jupiter’s anger, shouting their approval of his words, while others consented silently. They were all saddened though at this destruction of the human species, and questioned what the future of the world would be free of humanity. Who would honour their altars with incense? Did he mean to surrender the world to the ravages of wild creatures? In answer the king of the gods calmed their anxiety, the rest would be his concern, and he promised them a people different from the first, of a marvellous creation.
"
17	metamorphoses	"Now he was ready to hurl his lightning-bolts at the whole world but feared that the sacred heavens might burst into flame from the fires below, and burn to the furthest pole: and he remembered that a time was fated to come when sea and land, and the untouched courts of the skies would ignite, and the troubled mass of the world be besieged by fire. So he set aside the weapons the Cyclopes forged, and resolved on a different punishment, to send down rain from the whole sky and drown humanity beneath the waves.
"
18	metamorphoses	"Straight away he shut up the north winds in Aeolus’s caves, with the gales that disperse the gathering clouds, and let loose the south wind, he who flies with dripping wings, his terrible aspect shrouded in pitch-black darkness. His beard is heavy with rain, water streams from his grey hair, mists wreathe his forehead, and his feathers and the folds of his robes distil the dew. When he crushes the hanging clouds in his outstretched hand there is a crash, and the dense vapours pour down rain from heaven. Iris, Juno’s messenger, dressed in the colours of the rainbow, gathers water and feeds it back to the clouds. The cornfields are flattened and saddening the farmers, the crops, the object of their prayers, are ruined, and the long year’s labour wasted.
"
19	metamorphoses	"Jupiter’s anger is not satisfied with only his own aerial waters: his brother the sea-god helps him, with the ocean waves. He calls the rivers to council, and when they have entered their ruler’s house, says ‘Now is not the time for long speeches! Exert all your strength. That is what is needed. Throw open your doors, drain the dams, and loose the reins of all your streams!’ Those are his commands. The rivers return and uncurb their fountains’ mouths, and race an unbridled course to the sea.
"
20	metamorphoses	"Neptune himself strikes the ground with his trident, so that it trembles, and with that blow opens up channels for the waters. Overflowing, the rivers rush across the open plains, sweeping away at the same time not just orchards, flocks, houses and human beings, but sacred temples and their contents. Any building that has stood firm, surviving the great disaster undamaged, still has its roof drowned by the highest waves, and its towers buried below the flood. And now the land and sea are not distinct, all is the sea, the sea without a shore.
"
21	metamorphoses	"There one man escapes to a hilltop, while another seated in his rowing boat pulls the oars over places where lately he was ploughing. One man sails over his cornfields or over the roof of his drowned farmhouse, while another man fishes in the topmost branches of an elm. Sometimes, by chance, an anchor embeds itself in a green meadow, or the curved boats graze the tops of vineyards. Where lately lean goats browsed shapeless seals play. The Nereids are astonished to see woodlands, houses and whole towns under the water. There are dolphins in the trees: disturbing the upper branches and stirring the oak-trees as they brush against them. Wolves swim among the sheep, and the waves carry tigers and tawny lions. The boar has no use for his powerful tusks, the deer for its quick legs, both are swept away together, and the circling bird, after a long search for a place to land, falls on tired wings into the water. The sea in unchecked freedom has buried the hills, and fresh waves beat against the mountaintops. The waters wash away most living things, and those the sea spares, lacking food, are defeated by slow starvation.
"
22	metamorphoses	"Phocis, a fertile country when it was still land, separates Aonia from Oeta, though at that time it was part of the sea, a wide expanse of suddenly created water. There Mount Parnassus lifts its twin steep summits to the stars, its peaks above the clouds. When Deucalion and his wife landed here in their small boat, everywhere else being drowned by the waters, they worshipped the Corycian nymphs, the mountain gods, and the goddess of the oracles, prophetic Themis.
"
23	metamorphoses	"No one was more virtuous or fonder of justice than he was, and no woman showed greater reverence for the gods. When Jupiter saw the earth covered with the clear waters, and that only one man was left of all those thousands of men, only one woman left of all those thousands of women, both innocent and both worshippers of the gods, he scattered the clouds and mist, with the north wind, and revealed the heavens to the earth and the earth to the sky. It was no longer an angry sea, since the king of the oceans putting aside his three-pronged spear calmed the waves, and called sea-dark Triton, showing from the depths his shoulders thick with shells, to blow into his echoing conch and give the rivers and streams the signal to return. He lifted the hollow shell that coils from its base in broad spirals, that shell that filled with his breath in mid-ocean makes the eastern and the western shores sound. So now when it touched the god’s mouth, and dripping beard, and sounded out the order for retreat, it was heard by all the waters on earth and in the ocean, and all the waters hearing it were checked. Now the sea has shorelines, the brimming rivers keep to their channels, the floods subside, and hills appear. Earth rises, the soil increasing as the water ebbs, and finally the trees show their naked tops, the slime still clinging to their leaves.
"
24	metamorphoses	"The world was restored. But when Deucalion saw its emptiness, and the deep silence of the desolate lands, he spoke to Pyrrha, through welling tears. ‘Wife, cousin, sole surviving woman, joined to me by our shared race, our family origins, then by the marriage bed, and now joined to me in danger, we two are the people of all the countries seen by the setting and the rising sun, the sea took all the rest. Even now our lives are not guaranteed with certainty: the storm clouds still terrify my mind. How would you feel now, poor soul, if the fates had willed you to be saved, but not me? How could you endure your fear alone? Who would comfort your tears? Believe me, dear wife, if the sea had you, I would follow you, and the sea would have me too. If only I, by my father’s arts, could recreate earth’s peoples, and breathe life into the shaping clay! The human race remains in us. The gods willed it that we are the only examples of mankind left behind.’ He spoke and they wept, resolving to appeal to the sky-god, and ask his help by sacred oracles. Immediately they went side by side to the springs of Cephisus that, though still unclear, flowed in its usual course. When they had sprinkled their heads and clothing with its watery libations, they traced their steps to the temple of the sacred goddess, whose pediments were green with disfiguring moss, her altars without fire. When they reached the steps of the sanctuary they fell forward together and lay prone on the ground, and kissing the cold rock with trembling lips, said ‘If the gods’ wills soften, appeased by the prayers of the just, if in this way their anger can be deflected, Themis tell us by what art the damage to our race can be repaired, and bring help, most gentle one, to this drowned world!’
"
25	metamorphoses	"The goddess was moved, and uttered oracular speech: ‘Leave the temple and with veiled heads and loosened clothes throw behind you the bones of your great mother!’ For a long time they stand there, dumbfounded. Pyrrha is first to break the silence: she refuses to obey the goddess’s command. Her lips trembling she asks for pardon, fearing to offend her mother’s spirit by scattering her bones. Meanwhile they reconsider the dark words the oracle gave, and their uncertain meaning, turning them over and over in their minds. Then Prometheus’s son comforted Epimetheus’s daughter with quiet words: ‘Either this idea is wrong, or, since oracles are godly and never urge evil, our great mother must be the earth: I think the bones she spoke about are stones in the body of the earth. It is these we are told to throw behind us.’
"
26	metamorphoses	"Though the Titan’s daughter is stirred by her husband’s thoughts, still hope is uncertain: they are both so unsure of the divine promptings; but what harm can it do to try? They descended the steps, covered their heads and loosened their clothes, and threw the stones needed behind them. The stones, and who would believe it if it were not for ancient tradition, began to lose their rigidity and hardness, and after a while softened, and once softened acquired new form. Then after growing, and ripening in nature, a certain likeness to a human shape could be vaguely seen, like marble statues at first inexact and roughly carved. The earthy part, however, wet with moisture, turned to flesh; what was solid and inflexible mutated to bone; the veins stayed veins; and quickly, through the power of the gods, stones the man threw took on the shapes of men, and women were remade from those thrown by the woman. So the toughness of our race, our ability to endure hard labour, and the proof we give of the source from which we are sprung.
"
27	metamorphoses	"Earth spontaneously created other diverse forms of animal life. After the remaining moisture had warmed in the sun’s fire, the wet mud of the marshlands swelled with heat, and the fertile seeds of things, nourished by life-giving soil as if in a mother’s womb, grew, and in time acquired a nature. So, when the seven-mouthed Nile retreats from the drowned fields and returns to its former bed, and the fresh mud boils in the sun, farmers find many creatures as they turn the lumps of earth. Amongst them they see some just spawned, on the edge of life, some with incomplete bodies and number of limbs, and often in the same matter one part is alive and the other is raw earth. In fact when heat and moisture are mixed they conceive, and from these two things the whole of life originates. And though fire and water fight each other, heat and moisture create everything, and this discordant union is suitable for growth. So when the earth muddied from the recent flood glowed again heated by the deep heaven-sent light of the sun she produced innumerable species, partly remaking previous forms, partly creating new monsters.
"
28	metamorphoses	"Indeed, though she would not have desired to, she then gave birth to you, great Python, covering so great an area of the mountain slopes, a snake not known before, a terror to the new race of men. The archer god, with lethal shafts that he had only used before on fleeing red deer and roe deer, with a thousand arrows, almost emptying his quiver, destroyed the creature, the venom running out from its black wounds. Then he founded the sacred Pythian games, celebrated by contests, named from the serpent he had conquered. There the young winners in boxing, in foot and chariot racing, were honoured with oak wreaths. There was no laurel as yet, so Phoebus crowned his temples, his handsome curling hair, with leaves of any tree.
"
29	metamorphoses	"Phoebus’s first love was Daphne, daughter of Peneus, and not through chance but because of Cupid’s fierce anger. Recently the Delian god, exulting at his victory over the serpent, had seen him bending his tightly strung bow and said ‘Impudent boy, what are you doing with a man’s weapons? That one is suited to my shoulders, since I can hit wild beasts of a certainty, and wound my enemies, and not long ago destroyed with countless arrows the swollen Python that covered many acres with its plague-ridden belly. You should be intent on stirring the concealed fires of love with your burning brand, not laying claim to my glories!’ Venus’s son replied ‘You may hit every other thing Phoebus, but my bow will strike you: to the degree that all living creatures are less than gods, by that degree is your glory less than mine.’ He spoke, and striking the air fiercely with beating wings, he landed on the shady peak of Parnassus, and took two arrows with opposite effects from his full quiver: one kindles love, the other dispels it. The one that kindles is golden with a sharp glistening point, the one that dispels is blunt with lead beneath its shaft. With the second he transfixed Peneus’s daughter, but with the first he wounded Apollo piercing him to the marrow of his bones.
"
30	metamorphoses	"Now the one loved, and the other fled from love’s name, taking delight in the depths of the woods, and the skins of the wild beasts she caught, emulating virgin Phoebe, a careless ribbon holding back her hair. Many courted her, but she, averse to being wooed, free from men and unable to endure them, roamed the pathless woods, careless of Hymen or Amor, or whatever marriage might be. Her father often said ‘Girl you owe me a son-in-law’, and again often ‘Daughter, you owe me grandsons.’ But, hating the wedding torch as if it smacked of crime she would blush red with shame all over her beautiful face, and clinging to her father’s neck with coaxing arms, she would say ‘Dearest father, let me be a virgin for ever! Diana’s father granted it to her.’ He yields to that plea, but your beauty itself, Daphne, prevents your wish, and your loveliness opposes your prayer. 
"
31	metamorphoses	"Phoebus loves her at first sight, and desires to wed her, and hopes for what he desires, but his own oracular powers fail him. As the light stubble of an empty cornfield blazes; as sparks fire a hedge when a traveller, by mischance, lets them get too close, or forgets them in the morning; so the god was altered by the flames, and all his heart burned, feeding his useless desire with hope. He sees her disordered hair hanging about her neck and sighs ‘What if it were properly dressed?’ He gazes at her eyes sparkling with the brightness of starlight. He gazes on her lips, where mere gazing does not satisfy. He praises her wrists and hands and fingers, and her arms bare to the shoulder: whatever is hidden, he imagines more beautiful. But she flees swifter than the lightest breath of air, and resists his words calling her back again.
"
32	metamorphoses	"‘Wait nymph, daughter of Peneus, I beg you! I who am chasing you am not your enemy. Nymph, Wait! This is the way a sheep runs from the wolf, a deer from the mountain lion, and a dove with fluttering wings flies from the eagle: everything flies from its foes, but it is love that is driving me to follow you! Pity me! I am afraid you might fall headlong or thorns undeservedly scar your legs and I be a cause of grief to you! These are rough places you run through. Slow down, I ask you, check your flight, and I too will slow. At least enquire whom it is you have charmed. I am no mountain man, no shepherd, no rough guardian of the herds and flocks. Rash girl, you do not know, you cannot realise, who you run from, and so you run. Delphi’s lands are mine, Claros and Tenedos, and Patara acknowledges me king. Jupiter is my father. Through me what was, what is, and what will be, are revealed. Through me strings sound in harmony, to song. My aim is certain, but an arrow truer than mine, has wounded my free heart! The whole world calls me the bringer of aid; medicine is my invention; my power is in herbs. But love cannot be healed by any herb, nor can the arts that cure others cure their lord!’
"
33	metamorphoses	"He would have said more as timid Peneïs ran, still lovely to see, leaving him with his words unfinished. The winds bared her body, the opposing breezes in her way fluttered her clothes, and the light airs threw her streaming hair behind her, her beauty enhanced by flight. But the young god could no longer waste time on further blandishments, urged on by Amor, he ran on at full speed. Like a hound of Gaul starting a hare in an empty field, that heads for its prey, she for safety: he, seeming about to clutch her, thinks now, or now, he has her fast, grazing her heels with his outstretched jaws, while she uncertain whether she is already caught, escaping his bite, spurts from the muzzle touching her. So the virgin and the god: he driven by desire, she by fear. He ran faster, Amor giving him wings, and allowed her no rest, hung on her fleeing shoulders, breathed on the hair flying round her neck. Her strength was gone, she grew pale, overcome by the effort of her rapid flight, and seeing Peneus’s waters near cried out ‘Help me father! If your streams have divine powers change me, destroy this beauty that pleases too well!’ Her prayer was scarcely done when a heavy numbness seized her limbs, thin bark closed over her breast, her hair turned into leaves, her arms into branches, her feet so swift a moment ago stuck fast in slow-growing roots, her face was lost in the canopy. Only her shining beauty was left.
"
34	metamorphoses	"Even like this Phoebus loved her and, placing his hand against the trunk, he felt her heart still quivering under the new bark. He clasped the branches as if they were parts of human arms, and kissed the wood. But even the wood shrank from his kisses, and the god said ‘Since you cannot be my bride, you must be my tree! Laurel, with you my hair will be wreathed, with you my lyre, with you my quiver. You will go with the Roman generals when joyful voices acclaim their triumph, and the Capitol witnesses their long processions. You will stand outside Augustus’s doorposts, a faithful guardian, and keep watch over the crown of oak between them. And just as my head with its un-cropped hair is always young, so you also will wear the beauty of undying leaves.’ Paean had done: the laurel bowed her newly made branches, and seemed to shake her leafy crown like a head giving consent.
"
35	metamorphoses	"There is a grove in Haemonia, closed in on every side by wooded cliffs. They call it Tempe. Through it the river Peneus rolls, with foaming waters, out of the roots of Pindus, and in its violent fall gathers clouds, driving the smoking mists along, raining down spray onto the tree tops, and deafening remoter places with its roar. Here is the house, the home, the innermost sanctuary of the great river. Seated here, in a rocky cavern, he laid down the law to the waters and the nymphs who lived in his streams. Here the rivers of his own country first met, unsure whether to console or celebrate with Daphne’s father: Spercheus among poplars, restless Enipeus, gentle Amphrysus, Aeas and ancient Apidanus; and then later all the others that, whichever way their force carries them, bring down their weary wandering waters to the sea. Only Inachus is missing, but hidden in the deepest cave he swells his stream with tears, and in utter misery laments his lost daughter, Io, not knowing if she is alive or among the shades. Since he cannot find her anywhere, he imagines her nowhere, and his heart fears worse than death.
"
36	metamorphoses	"Jupiter first saw her returning from her father’s stream, and said ‘Virgin, worthy of Jupiter himself, who will make some unknown man happy when you share his bed, while it is hot and the sun is at the highest point of its arc, find shade in the deep woods! (And he showed her the woods’ shade). But if you are afraid to enter the wild beasts’ lairs, you can go into the remote woods in safety, protected by a god, and not by any lesser god, but by the one who holds the sceptre of heaven in his mighty hand, and who hurls the flickering bolts of lightning. Do not fly from me!’ She was already in flight. She had left behind Lerna’s pastures, and the Lyrcean plain’s wooded fields, when the god hid the wide earth in a covering of fog, caught the fleeing girl, and raped her.
"
37	metamorphoses	"Meanwhile Juno looked down into the heart of Argos, surprised that rapid mists had created night in shining daylight. She knew they were not vapours from the river, or breath from the damp earth. She looked around to see where her husband was, knowing by now the intrigues of a spouse so often caught in the act. When she could not find him in the skies, she said ‘Either I am wrong, or being wronged’ and gliding down from heaven’s peak, she stood on earth ordering the clouds to melt. Jupiter had a presage of his wife’s arrival and had changed Inachus’s daughter into a gleaming heifer. Even in that form she was beautiful. Saturnia approved the animal’s looks, though grudgingly, asking, then, whose she was, where from, what herd, as if she did not know. Jupiter, to stop all inquiry, lied, saying she had been born from the earth. Then Saturnia claimed her as a gift. What could he do? Cruel to sacrifice his love, but suspicious not to. Shame urges him to it, Amor urges not. Amor would have conquered Shame, but if he refused so slight a gift as a heifer to the companion of his race and bed, it might appear no heifer!
"
38	metamorphoses	"Though her rival was given up the goddess did not abandon her fears at once, cautious of Jupiter and afraid of his trickery, until she had given Io into Argus’s keeping, that son of Arestor. Argus had a hundred eyes round his head, that took their rest two at a time in succession while the others kept watch and stayed on guard. Wherever he stood he was looking at Io, and had Io in front of his eyes when his back was turned. He let her graze in the light, but when the sun sank below the earth, he penned her, and fastened a rope round her innocent neck. She grazed on the leaves of trees and bitter herbs. She often lay on the bare ground, and the poor thing drank water from muddy streams. When she wished to stretch her arms out to Argus in supplication, she had no arms to stretch. Trying to complain, a lowing came from her mouth, and she was alarmed and frightened by the sound of her own voice. When she came to Inachus’s riverbanks where she often used to play and saw her gaping mouth and her new horns in the water, she grew frightened and fled terrified of herself.
"
39	metamorphoses	"The naiads did not know her: Inachus himself did not know her, but she followed her father, followed her sisters, allowing herself to be petted, and offering herself to be admired. Old Inachus pulled some grasses and held them out to her: she licked her father’s hand and kissed his palm, could not hold back her tears, and if only words could have come she would have begged for help, telling her name and her distress. With letters drawn in the dust with her hoof, instead of words, she traced the sad story of her changed form. ‘Pity me!’ said her father Inachus, clinging to the groaning heifer’s horns and snow-white neck, ‘Pity me!’ he sighed; ‘Are you really my daughter I searched the wide world for? There was less sadness with you lost than found! Without speech, you do not answer in words to mine, only heave deep sighs from your breast, and all you can do is low in reply to me. Unknowingly I was arranging marriage and a marriage-bed for you, hoping for a son-in-law first and then grandchildren. Now you must find a mate from the herd, and from the herd get you a son. I am not allowed by dying to end such sorrow; it is hard to be a god, the door of death closed to me, my grief goes on immortal for ever.’ As he mourned, Argus with his star-like eyes drove her to distant pastures, dragging her out of her father’s arms. There, sitting at a distance he occupied a high peak of the mountain, where resting he could keep a watch on every side.
"
40	metamorphoses	"Now the king of the gods can no longer stand Phoronis’s great sufferings, and he calls his son, born of the shining Pleiad, and orders him to kill Argus. Mercury, quickly puts on his winged sandals, takes his sleep-inducing wand in his divine hand, and sets his cap on his head. Dressed like this the son of Jupiter touches down on the earth from his father’s stronghold. There, he takes off his cap, and doffs his wings, only keeping his wand. Taking this, disguised as a shepherd, he drives she-goats, stolen on the way, through solitary lanes, and plays his reed pipe as he goes. Juno’s guard is captivated by this new sound. ‘You there, whoever you are’ Argus calls ‘you could sit here beside me on this rock; there’s no better grass elsewhere for your flock, and you can see that the shade is fine for shepherds.’
"
41	metamorphoses	"The descendant of Atlas sits down, and passes the day in conversation, talking of many things, and playing on his reed pipe, trying to conquer those watching eyes. Argus however fights to overcome gentle sleep, and though he allows some of his eyes to close, the rest stay vigilant. He even asks, since the reed pipe has only just been invented, how it was invented.
"
42	metamorphoses	"So the god explained ‘On Arcadia’s cold mountain slopes among the wood nymphs, the hamadryads, of Mount Nonacris, one was the most celebrated: the nymphs called her Syrinx. She had often escaped from the satyrs chasing her, and from others of the demi-gods that live in shadowy woods and fertile fields. But she followed the worship of the Ortygian goddess in staying virgin. Her dress caught up like Diana she deceives the eye, and could be mistaken for Leto’s daughter, except that her bow is of horn, and the other’s is of gold. Even so she is deceptive. Pan, whose head is crowned with a wreath of sharp pine shoots, saw her, coming from Mount Lycaeus, and spoke to her.’ Now Mercury still had to relate what Pan said, and how the nymph, despising his entreaties, ran through the wilds till she came to the calm waters of sandy Ladon; and how when the river stopped her flight she begged her sisters of the stream to change her; and how Pan, when he thought he now had Syrinx, found that instead of the nymph’s body he only held reeds from the marsh; and, while he sighed there, the wind in the reeds, moving, gave out a clear, plaintive sound. Charmed by this new art and its sweet tones the god said ‘This way of communing with you is still left to me.’ So unequal lengths of reed, joined together with wax, preserved the girl’s name.
"
43	metamorphoses	"About to tell all this, Cyllenian Mercury saw that every eye had succumbed and their light was lost in sleep. Quickly he stops speaking and deepens their rest, caressing those drowsy eyes with touches of his magic wand. Then straightaway he strikes the nodding head, where it joins the neck, with his curved sword, and sends it bloody down the rocks, staining the steep cliff. Argus, you are overthrown, the light of your many eyes is extinguished, and one dark sleeps under so many eyelids.
"
