absurd	-0.624	0.312	-0.432
absurdity	-0.77	0.056	-0.546
abundance	0.624	0.38	0.704
abundant	0.916	0.18	0.52
abuse	-0.858	0.746	-0.062
abused	-0.958	0.748	-0.53
abusive	-0.75	0.806	0.134
abutment	0	-0.47	0.232
aby	-0.23	-0.096	-0.264
abysmal	-0.5	0.42	0.196
abyss	-0.294	0.45	-0.408
academic	0.562	-0.16	0.624
academy	0.408	-0.054	0.584
accede	0.396	0.02	0.074
accelerant	0.286	0.688	0.604
accelerate	0.23	0.804	0.518
accelerated	0.22	0.624	0.364
acceleration	0.408	0.81	0.686
accelerator	0.186	0.66	0.624
accent	0.196	-0.286	0.018
accentuate	0.346	0.112	0.334
accept	0.694	-0.428	0.13
acceptable	0.624	-0.428	0.166
acceptance	0.666	-0.426	0.51
acceptances	0.694	-0.174	0.296
access	0.428	-0.056	0.134
accessible	0.592	-0.18	0.29
accession	0.224	-0.234	0.272
accessory	0.124	-0.416	-0.11
accident	-0.75	0.816	-0.328
accidental	-0.362	0.568	-0.386
accidentally	-0.334	0.482	-0.334
acclaim	0.124	0.618	0.436
accolade	0.376	0.182	0.55
accommodate	0.688	-0.25	0.132
accommodation	0.634	-0.17	0.174
accompaniment	0.48	-0.042	0.39
accompany	0.666	-0.188	0.17
accompanying	0.574	-0.08	0.164
accomplice	-0.184	0.16	0.02
accomplish	0.858	0.346	0.632
accomplished	0.74	0.04	0.596
accomplishment	0.834	0.388	0.776
accord	0.796	-0.472	-0.236
accordance	0.318	-0.302	0.2
accordion	0.208	-0.02	-0.278
account	0.062	-0.306	-0.056
accountability	0.51	0.074	0.666
accountable	0.418	-0.436	0.554
accountant	0.25	-0.1	0.278
accounting	0.104	-0.22	0.354
accounts	0.184	-0.32	-0.058
accredited	0.338	-0.042	0.536
accretion	-0.104	0.038	0.344
accrue	0.04	-0.038	0.204
accueil	-0.1	-0.098	-0.06
accumulate	0.146	0.072	0.214
accumulation	-0.042	0.054	0.2
accuracy	0.208	-0.038	0.604
accurate	0.486	-0.28	0.474
accursed	-0.73	0.49	-0.31
accusation	-0.854	0.436	0.128
accusative	-0.604	0.51	-0.036
accuse	-0.734	0.504	0
accused	-0.74	0.34	-0.16
accuser	-0.756	0.558	0.23
accusing	-0.688	0.49	-0.352
accustomed	0.084	-0.27	-0.118
ace	0.286	-0.038	0.092
acetic	-0.334	-0.16	0.038
acetylene	-0.388	-0.062	0.018
ache	-0.708	0.52	-0.376
achieve	0.632	0.09	0.686
achieved	0.792	0.038	0.55
achievement	0.792	0.616	0.518
aching	-0.894	0.76	-0.304
achy	-0.666	0.68	-0.254
acid	-0.47	0.284	0.132
acidity	-0.688	0.326	-0.28
acknowledge	0.572	-0.26	0.322
acknowledged	0.428	-0.114	0.53
acknowledgement	0.638	0.078	0.66
acknowledgment	0.592	0.056	0.554
acme	-0.184	-0.13	-0.25
acne	-0.666	-0.052	-0.384
acorn	-0.104	-0.604	-0.616
acoustic	0.084	-0.076	0.072
acoustics	0.222	-0.34	0.018
acquaint	0.292	-0.018	0.278
acquaintance	0.312	-0.42	0.34
acquainted	0.812	-0.284	0.264
acquiescence	0.084	-0.04	0.108
acquire	0.666	-0.064	0.4
acquiring	0.47	0.02	0.634
acquisition	0.396	0.018	0.472
acquisitions	0.546	0.32	0.58
acquit	0.166	0.142	0.222
acquittal	0.52	-0.006	0.4
acre	0.166	-0.226	-0.154
acreage	0.482	-0.1	0.056
acres	0.02	-0.274	0
acrobat	0.416	0.656	0.204
acrylic	0.164	-0.442	-0.16
act	0.312	0.408	0.47
acting	0.396	0.286	0
action	0.52	0.796	0.604
action figure	0.23	0.548	0.222
actionable	0.346	0.404	0.226
activate	0.528	0.3	0.612
activation	0.562	0.6	0.508
active	0.694	0.46	0.462
activist	0.062	0.306	0.754
activity	0.402	0.32	0.614
actor	0.306	0.122	0.258
actress	0.266	0.112	0.192
actual	0.458	-0.2	0.432
actuality	0.5	-0.072	0.2
actuary	0.02	-0.192	-0.018
acuity	-0.062	-0.244	0.482
acumen	0.128	0.32	0.358
acupuncture	0.062	-0.352	0.098
acute	-0.146	0.304	0.068
acutely	-0.166	0.086	-0.018
ad	0.042	0.41	0.116
adage	0.034	-0.17	0.132
adamant	-0.312	0.058	0.15
adapt	0.48	-0.29	0.102
adaptable	0.47	-0.154	0.282
adaptation	0.326	-0.27	0.218
add	0.456	-0.02	0.108
added	0.124	-0.19	0.018
addendum	-0.216	-0.26	-0.164
adder	-0.224	-0.078	0.176
addict	-0.85	0.392	-0.346
addicted	-0.688	0.424	-0.034
addiction	-0.64	0.612	-0.16
addictive	-0.396	0.366	-0.056
addition	0.124	-0.254	-0.058
additional	0.346	-0.076	0.052
additive	0.122	0.266	0.382
address	0.3	-0.346	0.134
addressee	0.244	-0.236	0.076
addresses	0.02	-0.292	-0.1
adept	0.188	0.078	0.578
adequacy	0.23	-0.13	0.404
adequate	0.708	-0.472	0.41
adhere	0.266	-0.322	0.108
adherence	0.52	-0.386	0.26
adherent	0.122	-0.23	0.11
adhering	0.224	0.122	0.074
adhesion	0.042	-0.11	0.172
adhesive	0.208	-0.3	-0.174
adieu	-0.5	-0.058	-0.316
adipose	-0.334	-0.3	-0.218
adjacency	-0.27	-0.166	-0.25
adjacent	0.29	-0.448	0.072
adjective	0.14	-0.368	0.138
adjoining	0.04	-0.2	-0.214
adjourn	-0.23	-0.088	-0.05
adjournment	-0.124	0.02	-0.26
adjudicate	0.118	0.04	0.366
adjudication	0.102	-0.076	0.382
adjunct	-0.082	-0.12	-0.148
adjust	0.294	-0.346	0.276
adjuster	0.02	0.08	0.52
adjustment	0.18	0.04	0.322
adjuvant	0.02	0	-0.088
admin	0.376	-0.16	0.708
administer	0.27	-0.15	0.72
administration	0.25	-0.192	0.572
administrative	0.084	-0.17	0.158
administrator	0.076	-0.04	0.804
admirable	0.858	0.2	0.74
admiral	0.688	-0.02	0.694
admiralty	0.188	0.094	0.466
admiration	0.938	0.166	0.452
admire	0.734	0.384	0.408
admired	0.834	0.12	0.63
admirer	0.592	0.44	0.3
admiring	0.734	0.156	0.258
admissibility	0.604	0.16	0.204
admissible	0.56	0.056	0.284
admission	0.604	-0.17	0.464
admit	0.076	-0.154	0.334
admittance	0.38	-0.098	0.196
admitted	0.44	-0.02	0.534
admitting	0.24	0	0.092
admixture	-0.1	-0.25	-0.124
admonition	-0.286	0.212	-0.09
ado	0.04	-0.154	-0.23
adobe	0	-0.362	-0.344
adolescence	-0.026	0.388	-0.112
adolescent	0.562	0.36	0.018
adopt	0.388	0.224	0.402
adoption	0.25	0.132	0.178
adoptive	0.062	-0.062	0.04
adorable	0.938	0.038	-0.086
adoration	0.77	0.398	0.416
adore	0.708	-0.124	0.314
adoring	0.77	0.24	0.434
adorn	0.82	-0.152	-0.036
adornment	0.836	-0.254	-0.246
adrenalin	0.73	0.84	0.572
adrenaline	0.53	0.93	0.65
adrift	-0.204	-0.028	-0.54
adult	0.63	-0.018	0.574
adulterated	-0.624	0.73	-0.26
adulterer	-0.542	0.628	-0.186
adultery	-0.76	0.844	0.02
adulthood	0.082	-0.092	0.304
advance	0.346	-0.056	0.716
advanced	0.688	0.246	0.594
advancement	0.552	0.3	0.678
advancing	0.858	0.216	0.624
advantage	0.834	0.096	0.718
advantageous	0.674	0.28	0.578
advent	0.33	0.12	0.254
adventure	0.834	0.714	0.42
adventurer	0.562	0.678	0.736
adventures	0.624	0.528	0.498
adventurous	0.938	0.796	0.444
adversary	-0.302	0.554	-0.086
adverse	-0.354	0.22	-0.23
adversity	-0.448	0.52	0.076
advertise	0	0.058	0.16
advertisement	0.2	0.132	0.078
advertising	0.244	0.216	0.264
adverts	0.102	0	0.19
advice	0.396	-0.184	0.376
advisable	0.734	-0.04	0.02
advise	0.52	-0.214	0.41
advised	0.646	-0.34	0.018
advisement	0.396	-0.53	0.31
adviser	0.49	-0.276	0.41
advisor	0.292	-0.3	0.378
advisory	0.312	-0.142	0.266
advocacy	0	0.292	0.462
advocate	0.102	0.06	0.636
aegis	-0.02	-0.122	-0.076
aeration	0.1	0	-0.134
aerial	0.23	-0.078	-0.074
aerobics	0.416	0.542	0.254
aerodrome	0.082	0.48	0.356
aerodynamic	0.122	0.448	0.456
aerodynamics	0.18	0.326	0.444
aeronautics	0.102	0.266	0.376
aeroplane	0.428	0.284	0.288
aerospace	0.286	0.04	0.558
aesthetic	0.416	-0.116	0.052
aesthetics	0.694	-0.346	0.098
aetiology	-0.04	-0.204	0.23
afar	-0.208	-0.254	-0.284
affable	0.408	-0.24	-0.096
affair	0.04	-0.082	0.314
affect	-0.084	0.138	0.156
affecting	-0.3	0.148	-0.212
affection	0.796	0.118	0.392
affectionate	0.898	-0.156	0.1
affections	0.52	0.094	0.31
affiche	-0.042	-0.47	-0.196
affidavit	-0.062	0.168	0.052
affiliated	0.346	0.038	0.07
affiliation	0.23	0.188	0
affinity	0.6	0	0.074
affirm	0.49	0.018	0.462
affirmation	0.5	0	0.378
affirmative	0.708	0.178	0.632
affirmatively	0.816	0	0.622
affix	-0.124	-0.33	-0.178
afflict	-0.396	0.11	-0.414
afflicted	-0.458	0	-0.666
affliction	-0.412	0.27	-0.216
affluence	0.326	0.236	0.444
affluent	0.512	-0.224	-0.046
afford	0.142	0.16	0.15
affordable	0.68	-0.204	-0.014
affront	-0.346	0.48	0.094
affronted	-0.23	0.5	0.054
afield	0.188	-0.26	-0.254
afire	-0.266	0.808	0.35
afloat	0.204	-0.146	-0.112
afore	0	-0.326	-0.236
aforementioned	-0.02	-0.368	-0.184
aforesaid	0.062	-0.284	-0.044
afraid	-0.98	0.55	-0.51
afresh	0.286	0.042	-0.04
aft	-0.04	-0.166	0.036
afterlife	0.142	0.134	0.136
aftermath	-0.376	-0.102	-0.112
afternoon	0.066	-0.224	-0.322
aftershave	-0.188	-0.232	-0.17
aftertaste	-0.292	-0.276	-0.09
afterthought	-0.208	-0.216	-0.302
aga	0.084	-0.346	-0.204
agape	0.224	0.058	-0.072
agate	0.08	-0.246	-0.034
age	0.122	-0.548	-0.004
aged	-0.73	-0.27	-0.528
agency	-0.08	-0.408	0.166
agenda	0.062	-0.408	0.106
agent	-0.04	-0.122	0.51
agglomeration	-0.1	0.53	0.018
aggravate	-0.552	0.54	-0.072
aggravated	-0.842	0.52	-0.14
aggravates	-0.784	0.556	-0.286
aggravating	-0.486	0.588	0.28
aggravation	-0.858	0.568	0.226
aggregate	0.46	-0.244	0.112
aggregation	0.166	0.034	0.388
aggresive	-0.882	0.942	0.278
aggression	-0.812	0.858	0.066
aggressive	-0.75	0.898	0.296
aggressively	-0.5	0.852	0.376
aggressiveness	-0.846	0.826	0.296
aggressor	-0.708	0.896	0.646
agh	-0.48	0	-0.2
aghast	-0.734	0.73	-0.072
aghhh	-0.438	0.27	-0.514
agile	0.6	0.314	0.55
agility	0.44	0.404	0.63
aging	-0.572	-0.49	-0.432
agitate	-0.4	0.592	0.186
agitated	-0.112	0.764	-0.018
agitation	-0.52	0.862	-0.106
aglow	0.56	0.02	0.594
agnostic	-0.388	-0.208	0.148
ago	-0.366	-0.44	-0.192
agonizing	-0.834	0.6	-0.32
agony	-0.834	0.55	-0.214
agoraphobia	-0.746	0.424	-0.124
agree	0.812	-0.48	0.09
agreeable	0.812	0	0.392
agreed	0.594	-0.102	0.148
agreeing	0.708	-0.04	0.114
agreement	0.52	-0.12	0.472
agressive	-0.834	0.836	0.502
agricultural	0.372	-0.358	-0.054
agriculture	0.28	-0.286	-0.07
aground	-0.334	-0.32	-0.11
agua	0.196	-0.64	-0.128
ahead	0.416	0.04	0.346
ahhh	0.124	0.034	-0.518
ahhhhhhhh	0.104	0.298	-0.424
ahoy	0	-0.006	-0.24
aid	0.592	-0.018	0.082
aide	0.448	-0.316	-0.132
aiding	0.286	0.066	0.138
aids	0.122	-0.04	0
ail	-0.25	-0.132	-0.23
ailing	-0.812	0.036	-0.694
ailment	-0.708	0.468	-0.446
aim	-0.038	0.138	0.134
aimless	-0.7	-0.466	-0.634
air	0.416	-0.674	-0.146
airbag	0.02	-0.196	-0.134
airborne	0.084	0.038	-0.23
aircraft	0.292	0.288	0.382
aircraft carrier	-0.02	0.48	0.454
airfield	0.202	0.3	0.29
airhead	-0.458	-0.038	-0.448
airlift	0.146	0.244	0.284
airline	0.3	-0.036	0.376
airliner	0.334	0.554	0.294
airlock	-0.204	0.04	-0.106
airman	0.174	0.432	0.442
airplane	0.438	0.404	0.416
airport	0.458	0.368	0.364
airs	0.166	-0.608	-0.26
airship	0.084	-0.056	0.058
airspace	0.124	0.02	0.28
airspeed	0.166	0.56	0.088
airstrip	0.1	0.38	0.298
airtight	-0.042	-0.238	0.14
airway	0.276	0.17	-0.036
aisle	-0.124	-0.556	-0.434
ait	-0.23	-0.22	-0.196
ajar	-0.08	-0.174	-0.108
aka	-0.082	-0.284	-0.298
akin	0.278	-0.314	0.046
alabaster	0.084	-0.192	-0.11
alarm	-0.518	0.764	0.396
alarm clock	0.084	0.454	0.284
alarmed	-0.624	0.644	-0.016
alarming	-0.592	0.78	0.17
alas	0.142	-0.38	-0.442
alb	0.042	-0.24	-0.146
albatross	0	-0.11	0.054
albino	0	-0.52	-0.284
album	0.27	-0.302	-0.094
alchemy	0.082	0.166	0.386
alcohol	-0.354	0.334	-0.246
alcoholic	-0.694	0.376	-0.278
alcoholism	-0.878	0.558	-0.186
alcove	-0.02	-0.32	-0.288
alderman	0.1	-0.082	0.382
ale	0.06	-0.1	-0.284
alert	-0.042	0.64	0.296
alertness	-0.25	0.75	0.5
alerts	-0.326	0.608	0.346
alfalfa	0.092	-0.5	-0.378
algebra	-0.12	-0.32	0.13
algebraic	0.062	-0.176	-0.118
algorithm	-0.104	-0.212	0.118
alias	0.082	-0.294	-0.334
alibi	-0.208	0.056	0.112
alien	-0.18	0.23	-0.018
alienate	-0.506	0	0.046
alienated	-0.18	-0.154	0.118
alienation	-0.244	0.06	-0.076
alight	0.334	0.314	0.21
align	0.312	-0.272	0.254
aligned	0.166	-0.45	0.106
alignment	0.286	-0.176	0.366
alike	0.306	-0.654	-0.112
alimentation	0.562	0.102	0.204
alimony	0.224	-0.046	-0.072
aliquot	-0.12	-0.38	-0.192
alive	0.632	0.274	0.462
alkali	-0.02	-0.3	-0.184
alkaloids	-0.134	0.124	-0.196
allay	-0.166	-0.188	-0.204
allegation	0.156	0.156	0.216
allege	-0.164	-0.036	0.174
alleged	-0.27	0.044	0.04
allegiance	0.834	-0.204	0.5
allegorical	0.034	0.116	0.196
allegory	0.23	0.16	0.018
allegro	0.27	0.254	-0.094
allergic	-0.73	0.098	-0.454
allergy	-0.408	0.212	-0.222
alleviate	0.738	-0.46	0.056
alleviation	0.47	-0.6	-0.018
alley	-0.306	0	-0.29
alleyway	-0.286	-0.058	-0.236
alliance	0.392	-0.054	0.538
allied	0.428	-0.51	0.284
alligator	-0.292	0.408	0.29
allocate	0.346	-0.076	0.344
allocation	0.208	-0.224	0.358
allot	0.244	-0.038	0.232
allotment	0.2	-0.22	0.28
allow	0.396	-0.142	0.076
allowable	0.396	0	0.122
allowance	0.346	-0.236	0.182
allowed	0.46	-0.28	0.31
alloy	0.166	-0.114	0.186
allsmiles	0.572	0.056	-0.14
allure	0.608	0.17	0.372
alluring	0.674	0.49	0.686
allusion	-0.12	-0.384	-0.076
alluvial	-0.354	-0.02	-0.018
ally	0.584	-0.36	0.376
almanac	0.376	-0.62	-0.176
almighty	0.876	0.748	0.916
almond	0.396	-0.634	-0.372
aloft	0.542	-0.254	0.4
aloha	0.396	-0.12	-0.118
alone	-0.334	-0.666	-0.568
alongside	-0.084	-0.334	-0.306
aloof	-0.622	-0.154	-0.396
aloud	-0.084	0.426	0.5
alpha	0.416	-0.32	0.51
alphabet	0.124	-0.592	0.344
alphabetical	0.074	-0.408	0.07
alpine	0.188	-0.326	-0.052
alreadyyyyy	0.184	0.434	-0.298
altar	0.448	-0.226	0.27
altar boy	-0.132	-0.588	-0.3
alter	-0.334	0.388	0.308
alteration	-0.666	0.596	0.218
altercation	-0.66	0.612	0
altered	-0.49	0.53	0
alternate	0.25	-0.274	0.178
alternating	-0.04	-0.012	0.084
alternative	0.256	-0.254	0.262
altimeter	0.23	0.02	0.16
altitude	0.416	-0.036	0.472
alto	0.312	-0.192	0.46
altogether	0.666	-0.352	0.288
aluminum	-0.102	-0.44	-0.132
alumnus	0.266	-0.264	-0.156
alveolar	-0.062	-0.038	-0.266
alzheimers	-0.612	0.036	-0.362
amalgam	-0.124	-0.334	0.02
amalgamation	-0.188	-0.06	0.062
amaretto	0.086	0.102	-0.25
amass	0.104	-0.07	-0.07
amateur	-0.062	0	-0.182
amaze	0.792	0.686	0.566
amazed	0.592	0.558	0.066
amazedness	0.654	0.744	0.02
amazement	0.5	0.6	0.278
amazing	0.812	0.674	0.698
amazingly	0.836	0.53	0.84
ambassador	0.302	0.058	0.834
amber	0.27	-0.384	-0.262
ambience	0.47	-0.288	-0.148
ambient	0.25	-0.28	0.164
ambiguity	-0.672	-0.08	-0.26
ambiguous	-0.47	-0.076	-0.284
ambit	-0.042	-0.24	-0.228
ambition	0.02	0.608	0.322
ambitious	-0.032	0.642	0.434
ambivalent	0.02	-0.192	-0.036
ambrosia	0.142	-0.096	-0.04
ambulance	0	0.5	0.218
ambush	-0.438	0.66	0
ameliorate	0.54	0.096	0.494
amen	0.562	-0.636	0.084
amenable	-0.104	-0.18	-0.188
amend	0.376	-0.188	0.316
amendment	0.062	-0.082	0.212
amends	0.28	-0.268	0.034
amenity	0.5	-0.346	0.148
amethyst	0.244	-0.188	0.034
amiable	0.694	-0.42	-0.034
amicable	0.75	-0.34	0.014
amid	0.02	-0.32	-0.488
amidst	-0.04	-0.34	-0.368
amino	0.102	-0.196	-0.134
ammo	-0.354	0.53	0.242
ammonia	-0.416	0.174	-0.182
ammonium	-0.292	-0.208	-0.264
ammunition	-0.324	0.27	0.334
amnesia	-0.408	-0.34	-0.384
amnesty	0.102	-0.098	0.628
amorous	0.688	0.34	0.272
amorphous	-0.346	-0.196	-0.302
amortization	0.184	-0.018	0.044
amount	0.124	-0.156	0.298
amour	0.73	-0.04	0.304
amp	-0.122	-0.214	-0.25
ampersand	-0.04	-0.104	-0.034
amphetamines	-0.734	0.334	0.052
amphibian	-0.146	-0.286	-0.052
amphibious	-0.042	-0.308	-0.11
amphitheater	0.306	-0.04	0.09
ample	0.488	-0.302	0.438
amplification	0.38	0.354	0.62
amplify	0.354	0.47	0.654
amplitude	0.388	-0.122	0.384
amply	0.562	-0.138	0.532
amputate	-0.816	0.32	0.018
amputation	-0.8	0.51	-0.034
amuck	-0.23	0.204	-0.358
amulet	0.562	-0.48	0.26
amuse	0.624	0.368	0.328
amused	0.884	0.694	0.192
amusement	0.858	0.674	0.606
amusing	0.92	0.658	0.264
ana	0.082	-0.4	-0.372
anaconda	-0.708	0.66	0.08
anaesthesia	-0.3	-0.566	-0.054
anaesthetic	-0.102	-0.464	0.018
anagram	0.104	-0.346	-0.102
anal	-0.334	0.596	-0.332
analgesic	-0.166	-0.358	-0.118
analogous	0.062	-0.46	0
analogue	0.14	-0.36	-0.108
analogy	0.02	-0.266	0.018
analysis	0.458	-0.104	0.41
analyst	0.208	-0.17	0.51
analytic	0.33	0.042	0.268
analytical	0.25	-0.352	0.6
analyze	0.334	-0.076	0.42
analyzer	0.25	0.112	0.708
anaphylactic	-0.244	0.176	0
anarchism	-0.75	0.608	0.246
anarchist	-0.592	0.4	0.518
anarchy	-0.708	0.51	0.24
anastomosis	-0.25	-0.06	-0.02
anathema	-0.428	-0.02	0.038
anatomic	0.124	-0.116	0.092
anatomy	0.124	-0.22	0.142
ancestor	0.184	-0.224	0.188
ancestral	0.28	-0.038	0.5
ancestry	0.416	0.038	0.434
anchor	0.04	-0.432	0.128
anchorage	0	-0.35	0.278
ancient	-0.16	-0.566	-0.122
ancillary	-0.102	-0.116	-0.444
androgen	-0.49	0.046	0.054
android	0.326	-0.128	0
anecdote	0.166	0.058	0
anemia	-0.624	-0.346	-0.38
anemic	-0.666	-0.442	-0.69
anemone	0.104	0.076	-0.346
anesthesia	-0.27	-0.568	-0.212
anesthesiologist	-0.162	-0.552	0.052
anesthetic	-0.3	-0.472	-0.036
aneurysm	-0.77	0.38	0.072
anew	0.542	-0.284	-0.23
angel	0.812	-0.684	0.408
angelic	0.854	-0.404	0.336
anger	-0.666	0.73	0.314
angered	-0.98	0.72	0.094
angermanagement	-0.48	0.264	-0.036
angina	-0.54	0.26	-0.072
angiogram	-0.306	0.04	-0.07
angiography	-0.244	0.072	0.04
angle	0.082	-0.34	-0.09
angling	0.25	-0.184	0
angora	0.058	-0.15	-0.19
angriest	-0.812	0.784	-0.14
angry	-0.756	0.66	0.208
angrytweet	-0.47	0.288	-0.058
angst	-0.666	0.776	-0.334
anguish	-0.694	0.584	-0.47
anguished	-0.73	0.44	-0.386
angular	-0.102	-0.438	-0.112
anhydrous	-0.088	-0.27	-0.29
animal	0.042	0.02	0.026
animate	0.654	0.51	0.27
animated	0.646	0.352	0.076
animation	0.776	0.5	0.098
animosity	0.02	0.448	0.09
animus	0.396	0.352	-0.068
ankle	0	-0.452	-0.532
anklet	-0.18	-0.448	-0.396
annals	-0.146	0.22	-0.152
annex	0.188	-0.3	-0.084
annexation	-0.316	0	0.11
annexe	0.168	-0.3	-0.216
annihilate	-0.77	0.836	0.362
annihilated	-0.84	0.52	-0.352
annihilation	-0.918	0.6	0.182
anniversary	0.76	0.54	0.446
annotate	0.184	-0.062	-0.118
annotation	0.208	-0.06	0.238
announce	0.388	0.236	0.222
announcement	0.458	-0.018	-0.036
announcer	0.204	0.14	0.464
annoy	-0.812	0.53	-0.428
annoyance	-0.666	0.436	-0.316
annoyed	-0.792	0.566	-0.31
annoyin	-0.48	0.146	-0.296
annoying	-0.836	0.706	-0.304
annoys	-0.708	0.556	-0.13
annual	0.104	-0.528	0
annuity	0.042	-0.392	0.054
annul	-0.5	-0.104	-0.272
annular	-0.38	-0.23	-0.176
annulment	-0.694	-0.25	-0.106
annulus	-0.084	-0.24	-0.248
anointed	0	-0.264	0.158
anointing	0.306	-0.3	0.094
anomalous	-0.438	-0.04	-0.154
anomaly	-0.624	0.076	-0.192
anon	-0.042	-0.292	-0.404
anonymity	-0.062	-0.49	-0.14
anonymous	-0.208	-0.418	-0.138
anorexic	-0.68	0.236	-0.51
answer	0.074	-0.254	0.322
answerable	0.416	-0.038	0.5
answering	0.368	0	0.214
ant	-0.104	-0.568	-0.568
antagonism	-0.552	0.236	0.048
antagonist	-0.52	0.23	0.4
antagonistic	-0.408	0.208	0.13
antagonize	-0.714	0.326	0.258
ante	-0.104	-0.36	-0.166
antecedent	-0.146	0.102	0.132
antelope	0.084	0.02	0
antenna	0.042	-0.346	-0.284
anterior	0.02	-0.51	-0.276
anthem	0.56	-0.314	0.458
anthill	-0.346	0.156	-0.246
anthology	-0.324	-0.188	0.074
anthrax	-0.624	0.46	0
anthropological	-0.266	-0.22	-0.02
anthropologist	0.102	-0.23	0.45
anthropology	-0.02	-0.266	0.164
anti	-0.27	-0.176	-0.232
antiaircraft	-0.34	0.244	0.258
antibiotic	0.02	-0.254	0.316
antibiotics	-0.104	-0.188	0.114
antichrist	-0.836	0.674	0.088
anticipate	0.244	-0.062	0.334
anticipation	0.396	0.078	0.422
anticipatory	0.306	0.102	0.364
antics	-0.104	0.48	-0.528
antidote	0.082	-0.02	0.258
antifungal	-0.184	-0.176	-0.118
antigravity	-0.14	0.428	0.316
antimony	-0.244	-0.204	-0.02
antipathy	-0.604	0.098	-0.214
antiquarian	0	-0.534	-0.148
antiquated	-0.16	-0.216	-0.528
antique	0.268	-0.42	0.036
antiques	0.08	-0.26	0.19
antiquity	-0.23	-0.334	0.112
antiseptic	-0.124	-0.26	0.246
antisocial	-0.708	0.372	-0.218
antithesis	-0.208	-0.176	0.072
antithetical	-0.458	0.018	-0.284
antiviral	-0.082	-0.06	0.098
antler	-0.104	-0.06	0
antsy	-0.102	0.116	-0.166
anus	-0.306	0.288	-0.3
anvil	-0.24	0.02	0.208
anxiety	-0.708	0.73	-0.316
anxietyattack	-0.7	0.85	-0.108
anxious	-0.438	0.75	-0.132
anxiousness	-0.53	0.628	-0.436
anytime	0.25	-0.078	-0.128
aorta	-0.104	0.02	0.084
aortic	-0.128	0.08	-0.124
apace	0.072	0	0.072
apache	0.374	-0.062	0
apartment	0.438	-0.214	0.16
apartments	0.408	-0.326	-0.114
apathetic	-0.624	-0.416	-0.334
apathy	-0.632	-0.576	-0.592
ape	0.096	-0.222	-0.328
aperture	0.224	-0.1	0.334
apex	0.14	-0.134	-0.164
aphid	-0.224	-0.054	-0.186
aphrodisiac	0.5	0.692	0.334
apiece	-0.122	-0.482	-0.234
aplomb	0	0.018	0.164
apocalypse	-0.9	0.734	0.472
apocalyptic	-0.654	0.76	0.5
apologetic	-0.042	-0.078	0.142
apologist	-0.188	-0.142	0.052
apologize	0.102	-0.244	-0.222
apology	0.142	-0.308	-0.196
